show,season,episode,episode_code,episode_title,url,html_file,status,reason,num_raw_lines,num_dialogue_lines,num_unique_speakers,unique_speakers,falseish_examples
House M.D.,6,10,06x10,Wilson,https://transcripts.foreverdreaming.org/viewtopic.php?t=43562,s06e10_wilson_t43562.html,usable,,541,446,17,Aikoa Tanaka|Ashley|Chase|Cuddy|Del|Dr D'razio|Emily|Foreman|House|Juan|Melissa|Sandy|Saul|Taub|Thirteen|Tucker|Wilson,
House M.D.,6,11,06x11,The Down Low,https://transcripts.foreverdreaming.org/viewtopic.php?t=43563,s06e11_the_down_low_t43563.html,usable,,551,422,16,Chase|Cuddy|Eddie|Foreman|Guy|House|Lady|Marco|Mickey|Nora|Taub|Thirteen|Tommy|Wilson|Woman On Tv|Yvette,
House M.D.,6,12,06x12,Remorse,https://transcripts.foreverdreaming.org/viewtopic.php?t=43564,s06e12_remorse_t43564.html,usable,,534,457,15,All|Bill|Chase|Cuddy|Foreman|House|Jose|Norris|Russ|Sarah|Taub|Thirteen|Valerie|Wibberly|Wilson,
House M.D.,6,13,06x13,Moving the Chains,https://transcripts.foreverdreaming.org/viewtopic.php?t=43565,s06e13_moving_the_chains_t43565.html,usable,,526,422,18,All|Another Coach|Chase|Coach|Cuddy|Daryl|Foreman|Glenda|Hose|House|Jim|Lucas|Marcus|Quarterback|Scout|Taub|Thirteen|Wilson,
House M.D.,6,14,06x14,5 to 9,https://transcripts.foreverdreaming.org/viewtopic.php?t=43566,s06e14_5_to_9_t43566.html,usable,,549,434,24,Chase|Claudia|Clinic Patient|Cuddy|Dr Simpson|Dr Thomas|Eli|Female Board Member|Foreman|Gail|Hourani|House|Lucas|Man|Nurse|Nurse Regina|Oscar|Sanford|Stan|Tannenbaum|Taub|Thirteen|Westbrook|Wilson,
House M.D.,6,15,06x15,Private Lives,https://transcripts.foreverdreaming.org/viewtopic.php?t=43567,s06e15_private_lives_t43567.html,usable,,511,396,27,Adam|Cashier|Chase|Chase & Thirteen|Chloe|Cuddy|Dionne|Elizabeth|Foreman|Frankie|Grace|Hostess|House|Joan|Leeanne|Mary|Melodie|Moon Woman|Nicole|Not-wilson|Sandy|Stuart|Surgeon|Taub|Taylor|Thirteen|Wilson,
House M.D.,6,16,06x16,Black Hole,https://transcripts.foreverdreaming.org/viewtopic.php?t=43568,s06e16_black_hole_t43568.html,usable,,558,452,18,Abby|All But Foreman|Artie|Chase|Cuddy|Foreman|Gabiella|Gabriella|Hallucination Of Young Abby|House|June|Mr Damon|Nick|Rachel|Saleswoman|Taub|Thirteen|Wilson,
House M.D.,6,17,06x17,Lockdown,https://transcripts.foreverdreaming.org/viewtopic.php?t=43569,s06e17_lockdown_t43569.html,usable,,460,335,21,Another Guard|Cameron|Chase|Cuddy|Daria|Donald|Foreman|Gracie's Voice|Guard|Guard's Voice|House|Loud Speaker|Maldonado|Nash|Sarah|Smits|Taub|Thirteen|Voice On Walkie Talkie|Walker|Wilson,
House M.D.,6,18,06x18,Knight Fall,https://transcripts.foreverdreaming.org/viewtopic.php?t=43570,s06e18_knight_fall_t43570.html,usable,,619,496,17,Chanting Crowd|Chase|Cuddy|Foreman|House|Lucas|Man At Faire|Miles|Sam|Sarah|Shannon|Shop Clerk|Sir Horace|Taub|Thirteen|William|Wilson,
House M.D.,6,19,06x19,Open and Shut,https://transcripts.foreverdreaming.org/viewtopic.php?t=43571,s06e19_open_and_shut_t43571.html,usable,,517,421,17,Chase|Cuddy|Damien|Foreman|House|Houses|Julia|Maya|Operating Nurse|Paula|Rachel|Sam|Taub|Thirteen|Thirteen Enters|Tom|Wilson,
House M.D.,6,20,06x20,The Choice,https://transcripts.foreverdreaming.org/viewtopic.php?t=43572,s06e20_the_choice_t43572.html,usable,,685,524,18,All|Chase|Cotter|Cuddy|Esteban's Mother|Foreman|House|Nicole|Nicole's Father|Nurse Jeffrey|Police Officer|Rachel|Reverend Bowden|Sam|Taub|Ted|Thirteen|Wilson,
House M.D.,6,21,06x21,Baggage,https://transcripts.foreverdreaming.org/viewtopic.php?t=43573,s06e21_baggage_t43573.html,usable,,525,421,22,Alvie|Chase|Court Officer|Cuddy|Durdanna|Durkee|Dutch|Foreman|Harris|House|Jay|Ms X|Nolan|Note 1|Note 2|Nurse|Public Defender|Sam|Sidney|Taub|Thirteen|Wilson,
House M.D.,6,22,06x22,Help Me,https://transcripts.foreverdreaming.org/viewtopic.php?t=43574,s06e22_help_me_t43574.html,usable,,507,359,16,Captain Mccreaney|Charlie|Chase|Cuddy|Emt|Foreman|Hanna|House|Jay|Radio Answer|Rescue Worker 1|Rescue Worker 2|Taub|Thirteen|Wilson|Young Woman,
House M.D.,7,1,07x01,Now What?,https://transcripts.foreverdreaming.org/viewtopic.php?t=43575,s07e01_now_what_t43575.html,usable,,477,375,11,Alex|Charlie|Chase|Cuddy|Foreman|House|Malkin|Richardson|Taub|Thirteen|Wilson,
House M.D.,7,2,07x02,Selfish,https://transcripts.foreverdreaming.org/viewtopic.php?t=43588,s07e02_selfish_t43588.html,usable,,462,396,18,Announcer|Boy In Wheelchair|Calire|Chase|Claire|Cudddy|Cuddy|Della|Foreman|George|House|Houses|Hr Guy|Hugo|Maurice|Sidney|Taub|Wilson,
House M.D.,7,3,07x03,Unwritten,https://transcripts.foreverdreaming.org/viewtopic.php?t=43610,s07e03_unwritten_t43610.html,usable,,573,453,13,Alice|Chase|Christina|Cuddy|Foreman|Fun Stop Attendant|Heard Over The Intercom|House|Jack|Nurse|Sam|Taub|Wilson,
House M.D.,7,4,07x04,Massage Therapy,https://transcripts.foreverdreaming.org/viewtopic.php?t=43611,s07e04_massage_therapy_t43611.html,usable,,524,435,16,Billy|Chase|Cuddy|Demonbilly|Felipe|Foreman|Foreman Interrupting|House|House To Chase|House With A Bemused Grin|Kelly|Kelly To Billy|Margaret|Taub|Therapist|Wilson,Chase squinting at an anomaly on the screen: Tumor?
House M.D.,7,5,07x05,Unplanned Parenthood,https://transcripts.foreverdreaming.org/viewtopic.php?t=43612,s07e05_unplanned_parenthood_t43612.html,usable,,542,436,16,Abbey|Abbie|Chang|Chase|Cheng|Cuddy|Dr Cheng|Dr Frasier|Dr Taylor|Foreman|House|Justine|Nurse|Rachel|Taub|Wilson,
House M.D.,7,6,07x06,Office Politics,https://transcripts.foreverdreaming.org/viewtopic.php?t=43613,s07e06_office_politics_t43613.html,usable,,532,438,12,Anderson|Chase|Cuddy|Dugan|Foreman|House|Male Announcer|Masters|Masters Looking At The Tv|Nurse|Taub|Wilson,
House M.D.,7,7,07x07,A Pox On Our House,https://transcripts.foreverdreaming.org/viewtopic.php?t=43614,s07e07_a_pox_on_our_house_t43614.html,usable,,464,404,22,Broda|Captain|Chase|Chases|Cuddy|Doctor|Eve|Eve's Mom|Father|Foreman|Geerte|House|Julie|Lulu|Masters|Niles|Roger|Sam|Taub|Voice On The Phone|Wilson|Young Boy,
House M.D.,7,8,07x08,Small Sacrifices,https://transcripts.foreverdreaming.org/viewtopic.php?t=43615,s07e08_small_sacrifices_t43615.html,usable,,542,415,15,Chase|Chase & Foreman|Cuddy|Foreman|House|Marcus|Marisa|Master|Masters|Nika|Rachel|Ramon|Sam|Taub|Wilson,
House M.D.,7,9,07x09,Larger than Life,https://transcripts.foreverdreaming.org/viewtopic.php?t=43616,s07e09_larger_than_life_t43616.html,usable,,463,386,21,Arlene|Chase|Chases|Chloe|Cuddy|Daisy|Danielle|Danielle Staub|Dina|Dina Manzo|Eva|Foreman|House|Jack|Man|Masters|Nurse|Rachel|Taub|Wilson|Woman,
House M.D.,7,10,07x10,Carrot or Stick,https://transcripts.foreverdreaming.org/viewtopic.php?t=43617,s07e10_carrot_or_stick_t43617.html,usable,,318,238,16,Chase|Cuddy|Driscoll|Florist|Foreman|House|Landon|Macdonald|Masters|Nurse|Rachel|Taub|Teacher|Wells|Wilson|Winn,
House M.D.,7,11,07x11,Family Practice,https://transcripts.foreverdreaming.org/viewtopic.php?t=43618,s07e11_family_practice_t43618.html,usable,,473,378,23,A|Arlene|Arlene's Voice|B|C|Chase|Cuddy|Cuddy's Voice|D|E|F|Foreman|House|Jamie|Julia|Kaufman|Masters|Nurse|Rachel|Saleswoman|Taub|Timothy's Mom|Tv,
House M.D.,7,12,07x12,You Must Remember This,https://transcripts.foreverdreaming.org/viewtopic.php?t=43619,s07e12_you_must_remember_this_t43619.html,usable,,529,403,13,Chase|Cuddy|Elena|Foreman|Henry|House|Masters|Nadia|Patient|Policeman|Taub|Wife|Wilson,
House M.D.,7,13,07x13,Two Stories,https://transcripts.foreverdreaming.org/viewtopic.php?t=43620,s07e13_two_stories_t43620.html,usable,,585,477,33,Alex|Boy 1|Boy 2|Chase|Colleen|Corwin|Cuddy|Dryden|Female Lawyer|Foreman|Gabe|Hourani|House|Kids|Luke|Masters|Mother|Ms Corwin|Ms Fields|Ms Washburn|Nurse|Patients|Phillip|Rachel|Receptionist|Sophie|Taub|Taub & Chase|Timmy|Wells|Wilson|Woman|Zack,
House M.D.,7,14,07x14,Recession Proof,https://transcripts.foreverdreaming.org/viewtopic.php?t=43621,s07e14_recession_proof_t43621.html,usable,,402,353,11,Bert|Chase|Cuddy|Diane|Foreman|House|Masters|Officer Smith|Taub|Waiter|Wilson,
House M.D.,7,15,07x15,Bombshells,https://transcripts.foreverdreaming.org/viewtopic.php?t=43622,s07e15_bombshells_t43622.html,usable,,351,279,16,Chase|Cop|Cuddy|Foreman|House|Julia|Kay|Masters|Rachel|Roid Rage|Ryan|Sitcom Studio Audience|Taub|Todd|Urologist|Wilson,
House M.D.,7,16,07x16,Out Of The Chute,https://transcripts.foreverdreaming.org/viewtopic.php?t=43623,s07e16_out_of_the_chute_t43623.html,usable,,530,357,16,Anke|Bartender|Carnell|Chase|Chase & Foreman|Cowboy|Cuddy|Foreman|House|Lane|Master|Masters|Nurse|Students|Taub|Wilson,
House M.D.,7,17,07x17,Fall From Grace,https://transcripts.foreverdreaming.org/viewtopic.php?t=43624,s07e17_fall_from_grace_t43624.html,usable,,500,386,13,Chase|Chris|Cuddy|Danny|Dominika|Foreman|House|Masters|Mr Jennings|Mrs Weston|Ryan|Taub|Wilson,
House M.D.,7,18,07x18,The Dig,https://transcripts.foreverdreaming.org/viewtopic.php?t=43645,s07e18_the_dig_t43645.html,skipped,Only 1 speaker-tagged lines found; threshold is 50.,765,1,1,Let's Make This Really Simple,
House M.D.,7,19,07x19,Last Temptation,https://transcripts.foreverdreaming.org/viewtopic.php?t=43625,s07e19_last_temptation_t43625.html,usable,,461,372,18,Bobby|Boby|Chase|Cruz|Cuddy|Donovan|Foreman|Guard|House|Kendall|Masters|Nurse Hoffner|Paige|Resident|Simpson|Taub|Thirteen|Wilson,
House M.D.,7,20,07x20,Changes,https://transcripts.foreverdreaming.org/viewtopic.php?t=43626,s07e20_changes_t43626.html,usable,,414,360,15,Arlene|Chase|Cuddy|Cyrus|Foreman|House|Janet|Jennifer|Lawyer|Nurse|Phil|Taub|Thirteen|Wilson|Woman,"Cyrus is lying in his bed ; another blonde woman enters his room ; he looks incredulous, then there is a hint of a smile || Cyrus and the real Jennifer are talking ; the camera moves to Thirteen watching them from the lobby. House joins her and"
House M.D.,7,21,07x21,The Fix,https://transcripts.foreverdreaming.org/viewtopic.php?t=43627,s07e21_the_fix_t43627.html,usable,,509,404,19,All|Bartender|Cesar|Chase|Cuddy|Fellow Patron|Foley|Foreman|General|Gibbs|Glenn|Hoffner|House|Lee|Riggin|Taub|Thirteen|Tony|Wilson,
House M.D.,7,22,07x22,After Hours,https://transcripts.foreverdreaming.org/viewtopic.php?t=43628,s07e22_after_hours_t43628.html,usable,,521,361,17,Car|Chase|Computerized Car Voice|Cuddy|Darrien|Dina|Dr Riggin|Emily|Foreman|House|Nurse|Rachel|Ruby|Stripper|Taub|Thirteen|Wilson,"Brownbeard the pirate on the TV: Jibber me jabbers. I'll give ye splinters in yer arse, ye mangy bilge rat."
House M.D.,7,23,07x23,Moving On,https://transcripts.foreverdreaming.org/viewtopic.php?t=43629,s07e23_moving_on_t43629.html,usable,,455,353,19,Afsoun|Bartender|Chase|Cuddy|Female Patron|Foreman|House|Jerry|Julia|Loudspeaker|Luca|Nurse|Officer Soltes|Rachel|Ruby|Soltes|Taub|Thirteen|Wilson,
House M.D.,8,1,08x01,Twenty Vicodin,https://transcripts.foreverdreaming.org/viewtopic.php?t=43630,s08e01_twenty_vicodin_t43630.html,usable,,420,315,19,Adams|Alvarez|Asofa|Delaire|Female Case Worker|Frankie|Guard|Hostetter|House|Hseuh|Mendelson|Nic|Nick|Officer|Porter|Rollo|Stomper|Sullivan|Sykes,
House M.D.,8,2,08x02,Transplant,https://transcripts.foreverdreaming.org/viewtopic.php?t=43646,s08e02_transplant_t43646.html,usable,,540,386,16,Betty|Bobby|Dr Pinto|Dr Simpson|Everyone|Foreman|Guard|House|Mr Park|Mr Weathers|Note|Park|Surgeon|Theresa|Vanessa|Wilson,
House M.D.,8,3,08x03,Charity Case,https://transcripts.foreverdreaming.org/viewtopic.php?t=43647,s08e03_charity_case_t43647.html,usable,,484,406,11,Adams|Benjamin|Dr Simpson|Foreman|House|Lady|Park|Surgeon|Thirteen|Wilson|Woman,
House M.D.,8,4,08x04,Risky Business,https://transcripts.foreverdreaming.org/viewtopic.php?t=43648,s08e04_risky_business_t43648.html,usable,,456,365,12,Adams|Ainsley|Aisnley|Andrews|Asian Man|Barton|Foreman|House|Ortho Doc|Ortho Doctor|Park|Wilson,
House M.D.,8,5,08x05,The Confession,https://transcripts.foreverdreaming.org/viewtopic.php?t=43649,s08e05_the_confession_t43649.html,usable,,436,334,14,Adams|Bob|Chase|Chase & Taub|Cindy|Collins|David|Denise|Foreman|House|Park|Sally|Taub|Wilson,
House M.D.,8,6,08x06,Parents,https://transcripts.foreverdreaming.org/viewtopic.php?t=43650,s08e06_parents_t43650.html,usable,,501,395,26,Adams|Ben|Birthday Girl's Father|Birthday Girl's Mother|Chase|Clinic Patient Monroe|Foreman|House|Janey|Man Holding Receiver|Man On Phone|Mitchell|Monroe|Monroe's Wife|Park|Phil|Rachel|Red Headed Boy|Red Headed Boy's Father|Ron|Ruby|Taub|Television Announcer|Wilson|Workman|Workman On The Floor,
House M.D.,8,7,08x07,Dead & Buried,https://transcripts.foreverdreaming.org/viewtopic.php?t=43651,s08e07_dead_buried_t43651.html,usable,,489,382,19,Adams|Chase|Dixon|Emory|Father|Fay|Faye|Foreman|Gene|Grandpa|House|Iris|Lena|Mickey|Milton|Park|Ray|Taub|Wilson,
House M.D.,8,8,08x08,Perils of Paranoia,https://transcripts.foreverdreaming.org/viewtopic.php?t=43652,s08e08_perils_of_paranoia_t43652.html,usable,,512,456,22,Adams|Anita|Chase|Chase & Adams|Foreman|Forman|Guy|Guy In The Clinic|House|Judge Foley|Lady|Man|Mike|Nurse|Olivia|Park|Regina|Taub|Tommy|William|Wilson|Woman On Pa,
House M.D.,8,9,08x09,Better Half,https://transcripts.foreverdreaming.org/viewtopic.php?t=43653,s08e09_better_half_t43653.html,usable,,500,405,17,Adams|Andres|Chase|Chase's Sister|Dr Banerjee|Foreman|House|House & Natalie|Joseph|Kayla|Man|Mr Laffont|Natalie|Park|Regina|Uniformed Man|Wilson,
House M.D.,8,10,08x10,Runaways,https://transcripts.foreverdreaming.org/viewtopic.php?t=43654,s08e10_runaways_t43654.html,usable,,456,353,17,Adams|Anita|Announcer|Brown|Callie|Chase|Ellen|Father|Foreman|George|House|Jane Doe|Park|Parks|Sheldon|Taub|Wilson,
House M.D.,8,11,08x11,Nobody's Fault,https://transcripts.foreverdreaming.org/viewtopic.php?t=43655,s08e11_nobody_s_fault_t43655.html,usable,,470,359,16,Adams|Bill|Caufield|Chase|Cofield|Emily|Emt 1|Emt 2|Foreman|House|Jordan|Madison|Nurse|Park|Taub|Taub & Adams,
House M.D.,8,12,08x12,Chase,https://transcripts.foreverdreaming.org/viewtopic.php?t=43656,s08e12_chase_t43656.html,usable,,487,386,13,Adams|Chase|Cindy|Foreman|House|Leisha|Moira|Nurse|Park|Sister Joan|Taub|Therapist|Wilson,
House M.D.,8,13,08x13,Man of the House,https://transcripts.foreverdreaming.org/viewtopic.php?t=43657,s08e13_man_of_the_house_t43657.html,usable,,488,387,16,Adams|Aide|Ayres|Chase|Chase & Adams|Dominika|Foreman|Hastings|House|Joe|Marlene|Park|Taub|Weinman|Weinmann|Wilson,
House M.D.,8,14,08x14,Love Is Blind,https://transcripts.foreverdreaming.org/viewtopic.php?t=43658,s08e14_love_is_blind_t43658.html,usable,,462,373,13,Adams|Blythe|Chase|Dominika|House|Man|Melissa|Park|Sam|Taub|Thomas|Will|Wilson,
House M.D.,8,15,08x15,Blowing the Whistle,https://transcripts.foreverdreaming.org/viewtopic.php?t=43659,s08e15_blowing_the_whistle_t43659.html,usable,,473,380,16,Adams|Airport Loudspeaker|Brant|Chase|College Kid|Evan|Foreman|Gloria|Hayes|House|Joni|Mel|Mp|Park|Taub|Wilson,
House M.D.,8,16,08x16,Gut Check,https://transcripts.foreverdreaming.org/viewtopic.php?t=43660,s08e16_gut_check_t43660.html,usable,,444,361,16,Adams|Bobby|Chase|Duncan|Fans|Gps Voice|House|Linesman|Pa Announcer|Park|Spartans Fan|Szabo|Taub|Toros Fan|Waitress|Wilson,
House M.D.,8,17,08x17,We Need The Eggs,https://transcripts.foreverdreaming.org/viewtopic.php?t=43661,s08e17_we_need_the_eggs_t43661.html,usable,,445,386,22,Adams|Amy|Butterscotch|Carny|Chase|Cindy|Debbie|Dominika|Domonika|Emily|Fawn|Harris|Henry|House|Micah|Molly|Park|Taub|Wendy|Wilson|Woman|Young Man,Taub (singing with a child’s voice: Park has a boyfriend.
House M.D.,8,18,08x18,Body and Soul,https://transcripts.foreverdreaming.org/viewtopic.php?t=43662,s08e18_body_and_soul_t43662.html,usable,,446,367,12,Adams|Chase|Dominika|Foreman|House|Lida|Lue|Nurse|Park|Taub|Wilson|Xang,
House M.D.,8,19,08x19,The C Word,https://transcripts.foreverdreaming.org/viewtopic.php?t=43663,s08e19_the_c_word_t43663.html,usable,,428,317,12,Adams|Chase|Dr Kondo|Elizabeth|Emily|Foreman|House|John|Park|Simon|Taub|Wilson,
House M.D.,8,20,08x20,Post Mortem,https://transcripts.foreverdreaming.org/viewtopic.php?t=43664,s08e20_post_mortem_t43664.html,usable,,414,338,15,Adams|Bartender|Chase|Crowd|Foreman|House|Ina|Orderly|Park|Taub|Taub & Park|Treiber|Trieber|Waitress|Wilson,
House M.D.,8,21,08x21,Holding On,https://transcripts.foreverdreaming.org/viewtopic.php?t=43665,s08e21_holding_on_t43665.html,usable,,424,323,18,Adams|Cheerleader On The Video|Courtney|Derrick|Elderly Woman|Foreman|House|Janitor|Jen|Matt|Michael|Middle Aged Man|Molly|Park|Roommate|Taub|Thirteen|Wilson,
House M.D.,8,22,08x22,Everybody Dies,https://transcripts.foreverdreaming.org/viewtopic.php?t=43666,s08e22_everybody_dies_t43666.html,usable,,348,263,19,Adams|Amber|Blythe|Cameron|Chase|Dominika|Foreman|Frankel|House|Kutner|Male Patient|Masters|Nolan|Oliver|Park|Stacy|Taub|Thirteen|Wilson,
House M.D.,8,23,08x23,Swan Song,https://transcripts.foreverdreaming.org/viewtopic.php?t=43667,s08e23_swan_song_t43667.html,skipped,Only 3 speaker-tagged lines found; threshold is 50.,965,3,3,And At|At|I Arrived Here At,
